Time,Total Inflow,Total Outflow
6099,499.19677418548594,0.0
6100,499.19677418548594,0.0
6101,499.19677418548594,0.0
6102,442.7119961549561,0.0
6103,412.1742433670671,0.0
6104,466.43057209720513,0.0
6105,610.5301263138122,0.0
6106,868.0813060445638,0.0
6107,942.4889550636889,0.0
6108,718.7623106531715,0.0
6109,640.8438134571069,0.0
6110,594.6034790617448,3998.7164579100795
6111,428.95820041991516,3998.7164579100795
6112,519.4685506687542,3998.7164579100795
6113,1304.3000717779423,0.0
6114,1631.6117528884713,0.0
6115,1246.224305484113,0.0
6116,791.9023469102741,0.0
6117,574.1517792025588,0.0
6118,637.4538061747763,0.0
6119,541.9290844521497,0.0
6120,443.81354537818555,0.0
6121,432.6096774145514,0.0
6122,432.6096774145514,0.0
6123,432.6096774145514,0.0
6124,432.6096774145514,0.0
6125,432.6096774145514,0.0
6126,432.6096774145514,0.0
6127,628.1619329881015,0.0
6128,922.7504583663223,0.0
6129,1186.3490922511387,3998.7164579100795
6130,1692.6642273730527,3998.7164579100795
6131,1710.6393185196264,3998.7164579100795
6132,1175.8277275537064,3998.7164579100795
6133,555.0556456397445,0.0
6134,460.331318427702,0.0
6135,462.8198517705714,0.0
6136,454.6594837078938,0.0
6137,399.8152549688864,0.0
6138,729.4411129319712,0.0
6139,1535.7633292352807,0.0
6140,1507.0994662610913,0.0
6141,1065.7587909733536,0.0
6142,1511.922223560548,0.0
6143,1765.5999999938501,0.0
6144,1765.5999999938501,3998.7164579100795
6145,1765.5999999938501,3998.7164579100795
6146,1765.5999999938501,3998.7164579100795
6147,1681.0681415081665,3998.7164579100795
6148,949.1811958158862,0.0
6149,342.52663306536147,0.0
6150,320.6109660505551,0.0
6151,320.6109660505551,0.0
6152,568.9112535782227,0.0
6153,737.2228277294398,0.0
6154,471.3745249765662,0.0
6155,771.3945650276311,0.0
6156,1280.0354090595524,0.0
6157,764.8392859343953,0.0
6158,490.6389972408981,0.0
6159,523.9962789828149,0.0
6160,429.85736856042115,0.0
6161,396.31512397966577,0.0
6162,457.1298018104249,3998.7164579100795
6163,1079.140145559805,3998.7164579100795
6164,1473.4019857645203,3998.7164579100795
6165,862.7027808557962,0.0
6166,601.4327662028456,0.0
6167,1219.063086281206,0.0
6168,1732.653581009562,0.0
6169,1730.296675215828,0.0
6170,1730.7211071223594,0.0
6171,1732.9999999998108,0.0
6172,1732.9999999998108,3998.7164579100795
6173,1732.9999999998108,3998.7164579100795
6174,1635.2255008303046,3998.7164579100795
6175,840.6136980559048,3998.7164579100795
6176,241.49303255279682,0.0
6177,679.3916835964283,0.0
6178,1125.2150809214568,0.0
6179,1014.0673341131392,0.0
6180,952.9236836874,0.0
6181,609.4878419054917,0.0
6182,561.1647308244821,0.0
6183,556.1130856733531,0.0
6184,542.7866744477785,0.0
6185,578.6613262925849,0.0
6186,840.166345958254,0.0
6187,1332.7003074644406,0.0
6188,1002.5713214817326,0.0
6189,587.7485929773491,3998.7164579100795
6190,504.83299999547665,3998.7164579100795
6191,474.30988799530456,3998.7164579100795
6192,401.74031999360835,0.0
6193,357.9889919925855,0.0
6194,357.85799999258245,0.0
6195,357.85799999258245,0.0
6196,357.85799999258245,0.0
6197,343.294746023781,0.0
6198,263.1356590526472,0.0
6199,211.368798306404,0.0
6200,259.7639362090207,0.0
6201,792.2274527068993,0.0
6202,1299.8921297059653,0.0
6203,1265.8304771123392,0.0
6204,683.1990991601434,0.0
6205,617.329397110897,0.0
6206,654.896154643907,0.0
6207,572.6339427451231,0.0
6208,486.4521312859014,0.0
6209,429.9669477909555,0.0
6210,425.33823529129216,3998.7164579100795
6211,425.33823529129216,3998.7164579100795
6212,440.6074249327048,0.0
6213,488.34908910779245,0.0
6214,460.4908802268043,0.0
6215,428.26951549056207,0.0
6216,381.7227377383313,0.0
6217,349.9056356130167,0.0
6218,349.74705881562465,0.0
6219,349.74705881562465,0.0
6220,349.74705881562465,0.0
6221,349.74705881562465,0.0
6222,349.74705881562465,0.0
6223,349.74705881562465,0.0
6224,377.6841164186434,0.0
6225,953.3897424767789,0.0
6226,1135.36438572752,0.0
6227,1070.1905591658583,3998.7164579100795
6228,888.3519120607064,3998.7164579100795
6229,498.7251728290508,3998.7164579100795
6230,503.7765572825478,0.0
6231,467.2296358534548,0.0
6232,422.79907080704237,0.0
6233,412.5433926607661,0.0
6234,457.41027832886306,0.0
6235,584.9160319982827,0.0
6236,663.6974048329273,0.0
6237,1148.683233813259,0.0
6238,1667.227118610526,0.0
6239,1607.6105063487191,0.0
6240,927.829002723854,0.0
6241,337.8110853201331,0.0
6242,233.88105368585866,0.0
6243,212.59516128110454,0.0
6244,212.59516128110454,3998.7164579100795
6245,205.65910034918198,3998.7164579100795
6246,177.9172349255233,0.0
6247,273.9833636244386,0.0
6248,481.1757172242639,0.0
6249,981.4682241418595,0.0
6250,990.1037688396788,0.0
6251,590.8394361659686,0.0
6252,582.0702127615924,0.0
6253,582.0702127615924,0.0
6254,550.4343173391095,0.0
6255,489.4860668359067,0.0
6256,476.80809857615526,0.0
6257,891.9989933117836,0.0
6258,1208.9050705984375,0.0
6259,734.0455268352251,3998.7164579100795
6260,903.7368705242056,3998.7164579100795
6261,1294.8972272393935,3998.7164579100795
6262,1464.5506973080653,0.0
6263,795.4005075622081,0.0
6264,407.7237774380512,0.0
6265,342.0983744300546,0.0
6266,340.6249999931108,0.0
6267,340.6249999931108,0.0
6268,340.6249999931108,0.0
6269,340.6249999931108,0.0
6270,372.1001801074702,0.0
6271,998.3984782472492,0.0
6272,1694.1821387232853,0.0
6273,1560.1933209192955,0.0
6274,828.3596039203051,3998.7164579100795
6275,512.5309806034618,3998.7164579100795
6276,781.5037593066215,3998.7164579100795
6277,820.4237694468669,0.0
6278,486.340174994743,0.0
6279,465.4566666611073,0.0
6280,465.4566666611073,0.0
6281,465.4566666611073,0.0
6282,533.2373508517211,0.0
6283,1119.3507593118443,0.0
6284,1324.0854010117023,0.0
6285,805.8934102883085,0.0
6286,689.355761696834,0.0
6287,630.351773090205,0.0
6288,501.5553061512699,0.0
6289,466.3206451552514,0.0
6290,466.3206451552514,0.0
6291,466.3206451552514,3998.7164579100795
6292,466.3206451552514,3998.7164579100795
6293,466.3206451552514,3998.7164579100795
6294,466.3206451552514,0.0
6295,466.3206451552514,0.0
6296,466.3206451552514,0.0
6297,466.3206451552514,0.0
6298,466.3206451552514,0.0
6299,735.7793102010735,0.0
6300,780.2374501831181,0.0
6301,434.4890666624127,0.0
6302,420.1333333291668,0.0
6303,768.8115169167219,0.0
6304,1503.7834125654565,0.0
6305,1713.1282736591777,0.0
6306,1741.8744502704842,0.0
6307,1532.5953732960238,3998.7164579100795
6308,923.9264225202752,3998.7164579100795
6309,924.079894301019,3998.7164579100795
6310,736.7552871271293,0.0
6311,519.0400569396147,0.0
6312,507.9883333278774,0.0
6313,507.9883333278774,0.0
6314,779.2279994122073,0.0
6315,1449.0457205870725,0.0
6316,1659.2499999998063,0.0
6317,1654.0722534138692,0.0
6318,1128.3268206633772,0.0
6319,974.4029275472896,3998.7164579100795
6320,2169.498415979941,3998.7164579100795
6321,2759.6906624995668,3998.7164579100795
6322,2572.709164957108,3998.7164579100795
6323,2065.215904286667,0.0
6324,1746.6382095318597,0.0
6325,1660.6400636834417,0.0
6326,1426.0874374990449,0.0
6327,1324.9328929809499,3998.7164579100795
6328,1508.478811210975,3998.7164579100795
6329,1106.6082326866451,3998.7164579100795
6330,656.6494374932109,0.0
6331,839.3839058007268,0.0
6332,893.9756636825708,0.0
6333,871.2370006665893,0.0
6334,1806.7464011064765,0.0
6335,2763.9743256349734,0.0
6336,3061.780466269414,0.0
6337,2718.4172321954297,3998.7164579100795
6338,2260.175372314584,3998.7164579100795
6339,1902.2445586087524,3998.7164579100795
6340,1681.4035965455992,3998.7164579100795
6341,1509.6927262056008,3998.7164579100795
6342,1565.106727355829,0.0
6343,1713.1075851077655,0.0
6344,1536.7924451890992,0.0
6345,1387.3303086490164,0.0
6346,1526.1641605409238,0.0
6347,1255.191062644176,3998.7164579100795
6348,887.1897959579684,3998.7164579100795
6349,679.3477506382759,3998.7164579100795
6350,1074.5893005051566,0.0
6351,1611.0029123428649,0.0
6352,1651.1558000134194,0.0
6353,1735.7551246442774,0.0
6354,1710.1992309632585,0.0
6355,1649.067942334135,0.0
6356,1446.4640962163533,3998.7164579100795
6357,1094.7696138779936,3998.7164579100795
6358,985.5424571532347,3998.7164579100795
6359,1059.5255998210137,0.0
6360,1362.1592964760223,0.0
6361,984.8544028545444,0.0
6362,1092.3578029740281,0.0
6363,1633.2518893721806,0.0
6364,1692.1999999878853,0.0
6365,1334.3435963040117,3998.7164579100795
6366,508.22078639137686,3998.7164579100795
6367,238.57332688398597,3998.7164579100795
6368,234.08191181317085,0.0
6369,590.1914985600495,0.0
6370,1394.9449227071386,0.0
6371,2335.118642708667,0.0
6372,3341.3508763895557,0.0
6373,3875.088950696098,0.0
6374,3988.3954946965937,3998.7164579100795
6375,3886.4762860256265,3998.7164579100795
6376,3525.1842844945445,3998.7164579100795
6377,3055.2616054174405,3998.7164579100795
6378,2581.6684205976067,3998.7164579100795
6379,2186.8250762895836,3998.7164579100795
6380,1934.6772664567814,3998.7164579100795
6381,1785.3664624312034,3998.7164579100795
6382,1694.0162870400404,0.0
6383,1680.0026686894512,0.0
6384,1537.0239601990543,0.0
6385,1195.572450436287,0.0
6386,1091.7126290548645,0.0
6387,1117.5193681966941,0.0
6388,1324.127758212665,3998.7164579100795
6389,479.42332970617576,3998.7164579100795
6390,122.87933748402703,3998.7164579100795
6391,312.53835818492644,0.0
6392,548.432178781339,0.0
6393,890.9008289085996,0.0
6394,772.7652998394065,0.0
6395,829.4939400479035,0.0
6396,1230.5767839595574,0.0
6397,1541.634041140616,0.0
6398,1611.5383735971277,0.0
6399,1671.413351676325,0.0
6400,1606.0536905936556,3998.7164579100795
6401,1013.4148236025991,3998.7164579100795
6402,958.201856311093,3998.7164579100795
6403,1397.7384051140157,0.0
6404,988.1696183219873,0.0
